date_local,aqi
2008-03-01,6.575342465753424
2008-03-02,5.950138504155125
2008-03-03,7.349030470914127
2008-03-04,7.295264623955432
2008-03-05,6.911111111111111
2008-03-06,7.305555555555555
2008-03-07,8.187845303867404
2008-03-08,7.726519337016574
2008-03-09,6.5854341736694675
2008-03-10,8.376731301939058
2008-03-11,8.159217877094973
2008-03-12,7.919889502762431
2008-03-13,6.545454545454546
2008-03-14,6.093406593406593
2008-03-15,5.242424242424242
2008-03-16,4.458333333333333
2008-03-17,5.645429362880886
2008-03-18,6.761772853185596
2008-03-19,7.069444444444445
2008-03-20,6.559888579387187
2008-03-21,6.529411764705882
2008-03-22,6.635854341736695
2008-03-23,6.07563025210084
2008-03-24,7.07202216066482
2008-03-25,6.2972222222222225
2008-03-26,5.739612188365651
2008-03-27,5.8535911602209945
2008-03-28,5.980662983425415
2008-03-29,4.925619834710743
2008-03-30,4.168508287292818
2008-03-31,5.437673130193906
2008-04-01,5.672086720867209
2008-04-02,5.644314868804665
2008-04-03,5.603498542274052
2008-04-04,5.985422740524782
2008-04-05,5.448979591836735
2008-04-06,4.511627906976744
2008-04-07,5.008695652173913
2008-04-08,5.155882352941177
2008-04-09,4.964497041420119
2008-04-10,5.576470588235294
2008-04-11,6.076470588235294
2008-04-12,6.123529411764705
2008-04-13,6.16764705882353
2008-04-14,5.95906432748538
2008-04-15,5.395894428152492
2008-04-16,5.48396501457726
2008-04-17,6.646376811594203
2008-04-18,7.559420289855073
2008-04-19,6.212209302325581
2008-04-20,4.254385964912281
2008-04-21,5.292397660818714
2008-04-22,6.123893805309734
2008-04-23,5.671554252199414
2008-04-24,5.225806451612903
2008-04-25,6.275147928994083
2008-04-26,5.865269461077844
2008-04-27,5.2844311377245505
2008-04-28,5.907738095238095
2008-04-29,5.333333333333333
2008-04-30,4.244047619047619
2008-05-01,4.646884272997033
2008-05-02,5.451038575667655
2008-05-03,5.1398809523809526
2008-05-04,4.821958456973293
2008-05-05,5.2604790419161676
2008-05-06,5.598214285714286
2008-05-07,4.931952662721893
2008-05-08,4.684523809523809
2008-05-09,4.940476190476191
2008-05-10,5.098802395209581
2008-05-11,5.138972809667674
2008-05-12,4.2351190476190474
2008-05-13,4.877245508982036
2008-05-14,5.543543543543543
2008-05-15,5.628398791540786
2008-05-16,5.377643504531722
2008-05-17,5.326283987915408
2008-05-18,5.048632218844984
2008-05-19,5.2960725075528705
2008-05-20,4.95166163141994
2008-05-21,4.087349397590361
2008-05-22,4.124242424242424
2008-05-23,4.315151515151515
2008-05-24,4.260606060606061
2008-05-25,4.362537764350453
2008-05-26,3.987915407854985
2008-05-27,4.649700598802395
2008-05-28,4.414414414414415
2008-05-29,4.844311377245509
2008-05-30,5.173652694610778
2008-05-31,4.7351190476190474
2008-06-01,4.629850746268657
2008-06-02,4.978915662650603
2008-06-03,4.628398791540786
2008-06-04,4.389221556886228
2008-06-05,4.3982035928143715
2008-06-06,4.940298507462686
2008-06-07,4.922155688622754
2008-06-08,4.365558912386707
2008-06-09,4.9880239520958085
2008-06-10,4.909090909090909
2008-06-11,4.377643504531722
2008-06-12,4.778787878787878
2008-06-13,5.372727272727273
2008-06-14,5.911585365853658
2008-06-15,5.095092024539877
2008-06-16,4.72289156626506
2008-06-17,4.570996978851964
2008-06-18,4.711246200607903
2008-06-19,5.238670694864048
2008-06-20,5.83939393939394
2008-06-21,5.762917933130699
2008-06-22,4.981651376146789
2008-06-23,5.366153846153846
2008-06-24,5.579754601226994
2008-06-25,5.293577981651376
2008-06-26,5.442424242424242
2008-06-27,5.5589123867069485
2008-06-28,4.826747720364741
2008-06-29,4.25
2008-06-30,4.783536585365853
2008-07-01,4.875
2008-07-02,4.869047619047619
2008-07-03,4.880952380952381
2008-07-04,4.6
2008-07-05,4.925595238095238
2008-07-06,4.820359281437126
2008-07-07,5.053892215568863
2008-07-08,5.147147147147147
2008-07-09,4.898809523809524
2008-07-10,5.240356083086054
2008-07-11,5.175074183976261
2008-07-12,4.4674556213017755
2008-07-13,4.130563798219584
2008-07-14,4.873156342182891
2008-07-15,4.949554896142433
2008-07-16,5.356083086053412
2008-07-17,5.349253731343284
2008-07-18,5.286567164179105
2008-07-19,5.066066066066066
2008-07-20,4.2990936555891235
2008-07-21,4.617910447761194
2008-07-22,4.623880597014925
2008-07-23,4.491124260355029
2008-07-24,4.471810089020772
2008-07-25,4.970326409495549
2008-07-26,4.789317507418398
2008-07-27,4.086053412462908
2008-07-28,4.6117647058823525
2008-07-29,4.629080118694362
2008-07-30,4.6982248520710055
2008-07-31,4.7804154302670625
2008-08-01,5.179941002949852
2008-08-02,4.845238095238095
2008-08-03,3.8214285714285716
2008-08-04,4.6301775147929
2008-08-05,5.0474777448071215
2008-08-06,4.803571428571429
2008-08-07,4.556547619047619
2008-08-08,4.4183976261127595
2008-08-09,4.2195845697329375
2008-08-10,4.113432835820896
2008-08-11,4.2976190476190474
2008-08-12,4.543283582089552
2008-08-13,5.1398809523809526
2008-08-14,4.937313432835821
2008-08-15,4.7804154302670625
2008-08-16,4.501474926253687
2008-08-17,4.4171597633136095
2008-08-18,4.398809523809524
2008-08-19,4.181008902077151
2008-08-20,4.1301775147929
2008-08-21,4.497023809523809
2008-08-22,4.373887240356083
2008-08-23,4.373887240356083
2008-08-24,4.288288288288288
2008-08-25,4.443452380952381
2008-08-26,4.246290801186944
2008-08-27,4.854166666666667
2008-08-28,5.023738872403561
2008-08-29,5.3014925373134325
2008-08-30,5.033132530120482
2008-08-31,4.380664652567976
2008-09-01,4.067647058823529
2008-09-02,5.281524926686217
2008-09-03,5.56140350877193
2008-09-04,5.632352941176471
2008-09-05,5.589442815249267
2008-09-06,5.456973293768546
2008-09-07,5.047337278106509
2008-09-08,4.849557522123894
2008-09-09,4.754385964912281
2008-09-10,4.486803519061583
2008-09-11,4.826979472140763
2008-09-12,5.086309523809524
2008-09-13,4.976190476190476
2008-09-14,4.898507462686567
2008-09-15,5.42814371257485
2008-09-16,5.685459940652819
2008-09-17,5.744047619047619
2008-09-18,5.884272997032641
2008-09-19,5.684365781710914
2008-09-20,5.471976401179941
2008-09-21,5.275964391691395
2008-09-22,5.15929203539823
2008-09-23,5.741176470588235
2008-09-24,6.313782991202346
2008-09-25,5.958944281524927
2008-09-26,6.255131964809384
2008-09-27,5.970414201183432
2008-09-28,5.629080118694362
2008-09-29,5.849112426035503
2008-09-30,6.5828402366863905
2008-10-01,6.714285714285714
2008-10-02,6.091428571428572
2008-10-03,5.5685714285714285
2008-10-04,4.873925501432665
2008-10-05,5.054285714285714
2008-10-06,5.797720797720798
2008-10-07,6.257879656160458
2008-10-08,7.191977077363897
2008-10-09,7.008645533141211
2008-10-10,5.800578034682081
2008-10-11,5.121739130434783
2008-10-12,5.098265895953757
2008-10-13,6.22478386167147
2008-10-14,7.0028985507246375
2008-10-15,7.315186246418338
2008-10-16,7.522857142857143
2008-10-17,7.780626780626781
2008-10-18,7.412607449856734
2008-10-19,6.736389684813753
2008-10-20,7.103151862464183
2008-10-21,7.447592067988668
2008-10-22,6.590909090909091
2008-10-23,7.495726495726496
2008-10-24,9.014285714285714
2008-10-25,8.53448275862069
2008-10-26,7.936599423631124
2008-10-27,8.02865329512894
2008-10-28,8.102272727272727
2008-10-29,8.788732394366198
2008-10-30,9.461971830985915
2008-10-31,9.076271186440678
2008-11-01,8.701704545454545
2008-11-02,7.268571428571429
2008-11-03,6.9147727272727275
2008-11-04,6.895184135977337
2008-11-05,6.963276836158192
2008-11-06,7.314447592067989
2008-11-07,8.823361823361823
2008-11-08,8.911428571428571
2008-11-09,7.022922636103152
2008-11-10,6.357142857142857
2008-11-11,7.005730659025788
2008-11-12,7.934097421203439
2008-11-13,8.857549857549857
2008-11-14,8.322857142857142
2008-11-15,7.885057471264368
2008-11-16,8.031791907514451
2008-11-17,9.538243626062323
2008-11-18,10.002832861189802
2008-11-19,9.548022598870057
2008-11-20,8.86685552407932
2008-11-21,8.850704225352112
2008-11-22,9.524079320113314
2008-11-23,9.34375
2008-11-24,9.909090909090908
2008-11-25,9.178977272727273
2008-11-26,9.826704545454545
2008-11-27,9.536931818181818
2008-11-28,8.022727272727273
2008-11-29,8.655270655270655
2008-11-30,7.868194842406877
2008-12-01,9.182857142857143
2008-12-02,9.08831908831909
2008-12-03,7.849431818181818
2008-12-04,8.042492917847026
2008-12-05,9.096317280453258
2008-12-06,10.155367231638419
2008-12-07,9.44915254237288
2008-12-08,7.3841807909604515
2008-12-09,7.257062146892656
2008-12-10,8.98870056497175
2008-12-11,10.350282485875706
2008-12-12,10.432203389830509
2008-12-13,7.378531073446328
2008-12-14,5.8835227272727275
2008-12-15,6.173295454545454
2008-12-16,7.182336182336182
2008-12-17,7.974431818181818
2008-12-18,8.58974358974359
2008-12-19,8.576704545454545
2008-12-20,8.225714285714286
2008-12-21,7.825214899713467
2008-12-22,7.621776504297994
2008-12-23,7.08
2008-12-24,7.345714285714286
2008-12-25,6.3742857142857146
2008-12-26,6.133903133903134
2008-12-27,7.073863636363637
2008-12-28,8.056657223796034
2008-12-29,10.059490084985836
2008-12-30,10.501416430594901
2008-12-31,10.014245014245015
2009-01-01,9.125
2009-01-02,8.628242074927954
2009-01-03,7.878260869565217
2009-01-04,7.6231884057971016
2009-01-05,7.703488372093023
2009-01-06,8.51453488372093
2009-01-07,9.660869565217391
2009-01-08,9.794797687861271
2009-01-09,9.170520231213873
2009-01-10,8.673410404624278
2009-01-11,9.063768115942029
2009-01-12,8.902017291066283
2009-01-13,9.531976744186046
2009-01-14,9.559420289855073
2009-01-15,9.821325648414986
2009-01-16,9.090379008746355
2009-01-17,9.09356725146199
2009-01-18,9.034883720930232
2009-01-19,8.715542521994134
2009-01-20,9.24561403508772
2009-01-21,10.046783625730994
2009-01-22,9.526315789473685
2009-01-23,8.03225806451613
2009-01-24,6.3698224852071
2009-01-25,5.673590504451038
2009-01-26,6.807017543859649
2009-01-27,6.982352941176471
2009-01-28,8.441520467836257
2009-01-29,8.271137026239067
2009-01-30,9.497076023391813
2009-01-31,9.45906432748538
2009-02-01,8.93859649122807
2009-02-02,9.670553935860058
2009-02-03,9.192419825072886
2009-02-04,9.058479532163743
2009-02-05,8.761764705882353
2009-02-06,7.798245614035087
2009-02-07,7.584795321637427
2009-02-08,7.544117647058823
2009-02-09,7.285714285714286
2009-02-10,7.1117647058823525
2009-02-11,7.844574780058651
2009-02-12,7.160349854227405
2009-02-13,6.511627906976744
2009-02-14,6.476744186046512
2009-02-15,6.139941690962099
2009-02-16,6.108187134502924
2009-02-17,6.598837209302325
2009-02-18,6.809248554913295
2009-02-19,6.9508670520231215
2009-02-20,7.484057971014493
2009-02-21,7.85131195335277
2009-02-22,7.728070175438597
2009-02-23,7.804093567251462
2009-02-24,7.62280701754386
2009-02-25,6.997093023255814
2009-02-26,6.3023255813953485
2009-02-27,6.273255813953488
2009-02-28,6.1436950146627565
2009-03-01,6.394117647058824
2009-03-02,6.628318584070796
2009-03-03,5.982300884955753
2009-03-04,6.194117647058824
2009-03-05,6.0175953079178885
2009-03-06,5.404692082111437
2009-03-07,5.653958944281525
2009-03-08,5.491176470588235
2009-03-09,4.882352941176471
2009-03-10,5.774193548387097
2009-03-11,6.275659824046921
2009-03-12,5.451327433628318
2009-03-13,5.929203539823009
2009-03-14,5.76401179941003
2009-03-15,5.390532544378698
2009-03-16,6.855882352941176
2009-03-17,7.471976401179941
2009-03-18,7.291176470588235
2009-03-19,7.079411764705882
2009-03-20,6.182352941176471
2009-03-21,5.492625368731564
2009-03-22,4.845238095238095
2009-03-23,4.43952802359882
2009-03-24,5.3952802359882
2009-03-25,6.1117647058823525
2009-03-26,5.229411764705882
2009-03-27,5.743362831858407
2009-03-28,5.997023809523809
2009-03-29,5.369047619047619
2009-03-30,4.842261904761905
2009-03-31,5.608955223880597
2009-04-01,5.227810650887574
2009-04-02,5.199367088607595
2009-04-03,4.93968253968254
2009-04-04,4.7746031746031745
2009-04-05,5.0095846645367414
2009-04-06,5.360759493670886
2009-04-07,5.490445859872612
2009-04-08,4.731629392971246
2009-04-09,5.10828025477707
2009-04-10,4.810897435897436
2009-04-11,4.02572347266881
2009-04-12,4.0993589743589745
2009-04-13,5.308917197452229
2009-04-14,4.977707006369426
2009-04-15,4.766025641025641
2009-04-16,5.047923322683706
2009-04-17,5.89171974522293
2009-04-18,6.460063897763578
2009-04-19,6.115015974440895
2009-04-20,5.843450479233227
2009-04-21,6.095238095238095
2009-04-22,5.488888888888889
2009-04-23,4.583596214511041
2009-04-24,4.492113564668769
2009-04-25,4.063492063492063
2009-04-26,4.243589743589744
2009-04-27,4.493630573248407
2009-04-28,4.331230283911672
2009-04-29,4.260188087774295
2009-04-30,4.790625
2009-05-01,5.003125
2009-05-02,4.1369426751592355
2009-05-03,4.293929712460064
2009-05-04,4.477707006369426
2009-05-05,4.463022508038585
2009-05-06,4.630225080385852
2009-05-07,4.987179487179487
2009-05-08,5.116129032258065
2009-05-09,4.514657980456026
2009-05-10,4.12012987012987
2009-05-11,4.493548387096774
2009-05-12,4.2756410256410255
2009-05-13,4.183279742765273
2009-05-14,4.185303514376997
2009-05-15,4.757188498402556
2009-05-16,4.5673076923076925
2009-05-17,4.421725239616613
2009-05-18,4.228295819935691
2009-05-19,4.249190938511327
2009-05-20,4.325806451612904
2009-05-21,4.189102564102564
2009-05-22,4.237179487179487
2009-05-23,4.045016077170418
2009-05-24,3.7628205128205128
2009-05-25,3.509677419354839
2009-05-26,3.8
2009-05-27,4.16403785488959
2009-05-28,4.380952380952381
2009-05-29,4.4696485623003195
2009-05-30,4.303514376996805
2009-05-31,4.105769230769231
2009-06-01,3.961783439490446
2009-06-02,4.177777777777778
2009-06-03,4.687898089171974
2009-06-04,4.2444444444444445
2009-06-05,4.085987261146497
2009-06-06,3.929712460063898
2009-06-07,3.6378205128205128
2009-06-08,3.8535031847133756
2009-06-09,3.7381703470031544
2009-06-10,3.8364779874213837
2009-06-11,3.8201892744479493
2009-06-12,4.094936708860759
2009-06-13,3.9335443037974684
2009-06-14,3.6698412698412697
2009-06-15,3.9552715654952078
2009-06-16,3.7987220447284344
2009-06-17,3.971518987341772
2009-06-18,3.996845425867508
2009-06-19,4.410094637223975
2009-06-20,3.9465408805031448
2009-06-21,3.4921135646687698
2009-06-22,3.807570977917981
2009-06-23,4.031948881789138
2009-06-24,4.40952380952381
2009-06-25,4.398089171974522
2009-06-26,4.493630573248407
2009-06-27,4.278846153846154
2009-06-28,4.217252396166134
2009-06-29,4.198083067092652
2009-06-30,4.143312101910828
2009-07-01,4.2006369426751595
2009-07-02,4.2
2009-07-03,3.907051282051282
2009-07-04,3.806451612903226
2009-07-05,3.8129032258064517
2009-07-06,3.9711538461538463
2009-07-07,4.064516129032258
2009-07-08,3.9155844155844157
2009-07-09,3.9290322580645163
2009-07-10,4.385852090032154
2009-07-11,4.048231511254019
2009-07-12,3.7903225806451615
2009-07-13,4.070739549839228
2009-07-14,4.145161290322581
2009-07-15,4.303225806451613
2009-07-16,4.333333333333333
2009-07-17,4.387820512820513
2009-07-18,4.269230769230769
2009-07-19,4.019354838709678
2009-07-20,4.347266881028939
2009-07-21,4.198717948717949
2009-07-22,4.237942122186495
2009-07-23,4.369774919614148
2009-07-24,4.29903536977492
2009-07-25,4.183870967741935
2009-07-26,3.761290322580645
2009-07-27,4.118971061093248
2009-07-28,3.9419354838709677
2009-07-29,3.918831168831169
2009-07-30,3.9836601307189543
2009-07-31,4.458064516129032
2009-08-01,4.268608414239482
2009-08-02,3.8932038834951457
2009-08-03,4.441558441558442
2009-08-04,4.43042071197411
2009-08-05,4.267741935483871
2009-08-06,3.787781350482315
2009-08-07,3.9456869009584663
2009-08-08,4.269230769230769
2009-08-09,4.381410256410256
2009-08-10,4.659163987138264
2009-08-11,4.456310679611651
2009-08-12,4.565916398713826
2009-08-13,4.668810289389068
2009-08-14,4.693290734824281
2009-08-15,4.528846153846154
2009-08-16,4.608974358974359
2009-08-17,5.092651757188499
2009-08-18,4.777777777777778
2009-08-19,4.682539682539683
2009-08-20,4.442675159235669
2009-08-21,4.888178913738019
2009-08-22,4.8949044585987265
2009-08-23,4.003215434083601
2009-08-24,4.477707006369426
2009-08-25,4.809523809523809
2009-08-26,5.2025316455696204
2009-08-27,5.438871473354232
2009-08-28,5.793103448275862
2009-08-29,5.2933753943217665
2009-08-30,4.784126984126984
2009-08-31,5.129337539432177
2009-09-01,5.024539877300613
2009-09-02,5.432098765432099
2009-09-03,5.3354037267080745
2009-09-04,5.193846153846154
2009-09-05,5.052469135802469
2009-09-06,4.492260061919505
2009-09-07,3.8473520249221185
2009-09-08,4.569659442724459
2009-09-09,4.845201238390093
2009-09-10,4.833846153846154
2009-09-11,4.993808049535604
2009-09-12,4.613003095975232
2009-09-13,4.080745341614906
2009-09-14,4.271028037383178
2009-09-15,5.033950617283951
2009-09-16,4.889570552147239
2009-09-17,5.083333333333333
2009-09-18,5.792569659442725
2009-09-19,5.103125
2009-09-20,4.909375
2009-09-21,5.2625
2009-09-22,5.401869158878505
2009-09-23,5.690402476780186
2009-09-24,5.907407407407407
2009-09-25,6.208074534161491
2009-09-26,6.6645962732919255
2009-09-27,6.492163009404389
2009-09-28,5.254658385093168
2009-09-29,4.423676012461059
2009-09-30,4.5141065830721
2009-10-01,5.453172205438066
2009-10-02,6.196969696969697
2009-10-03,5.557926829268292
2009-10-04,4.325153374233129
2009-10-05,4.969325153374233
2009-10-06,5.6871165644171775
2009-10-07,5.091743119266055
2009-10-08,5.281345565749236
2009-10-09,5.90519877675841
2009-10-10,5.771341463414634
2009-10-11,5.08256880733945
2009-10-12,5.0182926829268295
2009-10-13,4.720364741641338
2009-10-14,4.90273556231003
2009-10-15,5.911585365853658
2009-10-16,6.6452599388379205
2009-10-17,6.521472392638037
2009-10-18,6.6061538461538465
2009-10-19,5.975609756097561
2009-10-20,5.840978593272172
2009-10-21,6.661631419939577
2009-10-22,7.341389728096677
2009-10-23,7.280966767371601
2009-10-24,7.13677811550152
2009-10-25,6.0636363636363635
2009-10-26,7.042424242424242
2009-10-27,6.572727272727272
2009-10-28,4.8217522658610275
2009-10-29,6.018018018018018
2009-10-30,7.027027027027027
2009-10-31,8.19277108433735
2009-11-01,9.256024096385541
2009-11-02,9.657657657657658
2009-11-03,10.440119760479043
2009-11-04,9.91566265060241
2009-11-05,8.610271903323262
2009-11-06,7.756756756756757
2009-11-07,8.096385542168674
2009-11-08,8.825301204819278
2009-11-09,10.155688622754491
2009-11-10,9.645645645645645
2009-11-11,8.201807228915662
2009-11-12,7.792792792792793
2009-11-13,6.546546546546547
2009-11-14,6.930722891566265
2009-11-15,8.183734939759036
2009-11-16,8.70392749244713
2009-11-17,9.374622356495468
2009-11-18,9.49698795180723
2009-11-19,10.210843373493976
2009-11-20,10.439759036144578
2009-11-21,9.589123867069487
2009-11-22,8.689759036144578
2009-11-23,8.607784431137725
2009-11-24,8.354166666666666
2009-11-25,9.032738095238095
2009-11-26,8.940298507462687
2009-11-27,8.87797619047619
2009-11-28,7.871641791044776
2009-11-29,7.171171171171171
2009-11-30,7.942598187311178
2009-12-01,8.528700906344412
2009-12-02,8.428571428571429
2009-12-03,7.3685800604229605
2009-12-04,9.242424242424242
2009-12-05,9.866666666666667
2009-12-06,7.306990881458966
2009-12-07,7.320121951219512
2009-12-08,7.7902735562310035
2009-12-09,7.851515151515152
2009-12-10,8.36858006042296
2009-12-11,8.522658610271904
2009-12-12,8.590909090909092
2009-12-13,7.303030303030303
2009-12-14,8.117824773413897
2009-12-15,7.942598187311178
2009-12-16,8.13109756097561
2009-12-17,9.298192771084338
2009-12-18,9.49546827794562
2009-12-19,8.224924012158056
2009-12-20,7.851515151515152
2009-12-21,8.873493975903614
2009-12-22,7.975757575757576
2009-12-23,7.19939577039275
2009-12-24,8.72644376899696
2009-12-25,9.003058103975535
2009-12-26,7.615384615384615
2009-12-27,7.864615384615385
2009-12-28,8.033846153846154
2009-12-29,7.728395061728395
2009-12-30,7.886503067484663
2009-12-31,7.957055214723926
2010-01-01,7.9495268138801265
2010-01-02,7.813880126182966
2010-01-03,7.555555555555555
2010-01-04,7.678125
2010-01-05,8.515432098765432
2010-01-06,8.95046439628483
2010-01-07,8.593167701863354
2010-01-08,8.181538461538462
2010-01-09,7.962962962962963
2010-01-10,8.38888888888889
2010-01-11,9.027863777089783
2010-01-12,9.287037037037036
2010-01-13,8.894736842105264
2010-01-14,8.400621118012422
2010-01-15,9.28125
2010-01-16,9.477987421383649
2010-01-17,9.154574132492113
2010-01-18,7.012618296529968
2010-01-19,7.640625
2010-01-20,6.713395638629284
2010-01-21,6.527950310559007
2010-01-22,6.846153846153846
2010-01-23,7.040123456790123
2010-01-24,7.386292834890965
2010-01-25,7.775384615384615
2010-01-26,8.153374233128835
2010-01-27,7.855828220858895
2010-01-28,7.030674846625767
2010-01-29,7.0638297872340425
2010-01-30,7.091463414634147
2010-01-31,7.655487804878049
2010-02-01,8.316265060240964
2010-02-02,8.154545454545454
2010-02-03,7.291793313069909
2010-02-04,6.5120481927710845
2010-02-05,6.051204819277109
2010-02-06,5.97583081570997
2010-02-07,5.703030303030303
2010-02-08,6.47112462006079
2010-02-09,6.475609756097561
2010-02-10,6.303951367781155
2010-02-11,6.527439024390244
2010-02-12,7.003039513677812
2010-02-13,7.229357798165138
2010-02-14,7.1681957186544345
2010-02-15,7.198170731707317
